Unique Key,Created Date,Agency Name,Incident Zip,Borough,latitude,longitude,Location
29623613,1/2/2015 0:00,Department of Health and Mental Hygiene,11216,BROOKLYN,40.68045794,-73.95353006,"(40.680457944145495, -73.95353005938506)"
29623709,1/2/2015 0:00,Department of Health and Mental Hygiene,11374,QUEENS,40.73509936,-73.85797882,"(40.73509935689471, -73.8579788213209)"
29623716,1/2/2015 0:00,Department of Health and Mental Hygiene,10003,MANHATTAN,40.73009178,-73.98571922,"(40.730091782218146, -73.98571921695124)"
29623772,1/2/2015 0:00,Department of Health and Mental Hygiene,10026,MANHATTAN,40.80334055,-73.94740492,"(40.80334054604667, -73.94740492174644)"
29623773,1/2/2015 0:00,Department of Health and Mental Hygiene,11220,BROOKLYN,40.65105359,-74.01263494,"(40.65105359427675, -74.01263494444362)"
29623827,1/2/2015 0:00,Department of Health and Mental Hygiene,11215,BROOKLYN,40.66989381,-73.98779407,"(40.669893807851274, -73.98779406546552)"
29623836,1/2/2015 0:00,Department of Health and Mental Hygiene,10033,MANHATTAN,40.85353691,-73.93837889,"(40.85353690854553, -73.9383788914449)"
29624526,1/2/2015 0:00,Department of Health and Mental Hygiene,10025,MANHATTAN,40.79537606,-73.97347627,"(40.79537605990771, -73.97347627044005)"
29624527,1/2/2015 0:00,Department of Health and Mental Hygiene,11236,BROOKLYN,40.63692828,-73.91862525,"(40.63692828017504, -73.91862525477258)"
29624650,1/2/2015 0:00,Department of Health and Mental Hygiene,11213,BROOKLYN,40.67232493,-73.94663944,"(40.67232493164511, -73.9466394449922)"
29625341,1/3/2015 0:00,Department of Health and Mental Hygiene,10030,MANHATTAN,40.81463357,-73.94419156,"(40.81463357258795, -73.9441915634961)"
29625939,1/3/2015 0:00,Department of Health and Mental Hygiene,11360,QUEENS,40.78230964,-73.79159251,"(40.78230963852836, -73.79159251277831)"
29625950,1/3/2015 0:00,Department of Health and Mental Hygiene,11385,QUEENS,40.7069862,-73.90462818,"(40.706986198552805, -73.9046281829297)"
29626609,1/3/2015 0:00,Department of Health and Mental Hygiene,10009,MANHATTAN,40.72367841,-73.97598693,"(40.72367841238445, -73.97598692636065)"
29626622,1/3/2015 0:00,Department of Health and Mental Hygiene,11365,QUEENS,40.7317648,-73.80558797,"(40.73176479618739, -73.80558796903574)"
29626625,1/3/2015 0:00,Department of Health and Mental Hygiene,11216,BROOKLYN,40.67721329,-73.95271754,"(40.677213290268476, -73.95271754047013)"
29626626,1/3/2015 0:00,Department of Health and Mental Hygiene,11692,QUEENS,40.59907356,-73.79601033,"(40.59907356308328, -73.79601033434442)"
29626627,1/3/2015 0:00,Department of Health and Mental Hygiene,10314,STATEN ISLAND,40.61425103,-74.12155424,"(40.614251029729026, -74.12155423755097)"
29626672,1/3/2015 0:00,Department of Health and Mental Hygiene,10034,MANHATTAN,40.8658788,-73.92297287,"(40.86587880324571, -73.92297287319788)"
29628964,1/3/2015 0:00,Department of Health and Mental Hygiene,11223,BROOKLYN,40.59926022,-73.97545551,"(40.59926021992106, -73.97545551105875)"
29628973,1/3/2015 0:00,Department of Health and Mental Hygiene,11102,QUEENS,40.7721649,-73.92569517,"(40.77216489633428, -73.92569517012166)"
29629049,1/3/2015 0:00,Department of Health and Mental Hygiene,11236,BROOKLYN,40.63888529,-73.89794438,"(40.638885287817935, -73.89794438478697)"
29629050,1/3/2015 0:00,Department of Health and Mental Hygiene,10026,MANHATTAN,40.80303006,-73.94668637,"(40.803030061926194, -73.94668637214029)"
29629528,1/3/2015 0:00,Department of Health and Mental Hygiene,10314,STATEN ISLAND,40.61513397,-74.1249344,"(40.61513397476208, -74.12493439990716)"
29630142,1/4/2015 0:00,Department of Health and Mental Hygiene,10128,MANHATTAN,40.77769556,-73.94534905,"(40.777695562860096, -73.94534904743382)"
29630622,1/4/2015 0:00,Department of Health and Mental Hygiene,10003,MANHATTAN,40.7324609,-73.98934857,"(40.73246089863388, -73.98934856738063)"
29630623,1/4/2015 0:00,Department of Health and Mental Hygiene,10459,BRONX,40.82666398,-73.88802327,"(40.826663982125496, -73.88802327190794)"
29630675,1/4/2015 0:00,Department of Health and Mental Hygiene,10029,MANHATTAN,40.78896054,-73.94659652,"(40.78896053852719, -73.94659652300922)"
29630684,1/4/2015 0:00,Department of Health and Mental Hygiene,10002,MANHATTAN,40.72042209,-73.98645362,"(40.72042209134668, -73.98645362302278)"
29631093,1/4/2015 0:00,Department of Health and Mental Hygiene,11238,BROOKLYN,40.67727296,-73.95794868,"(40.67727296132795, -73.9579486774066)"
29631195,1/4/2015 0:00,Department of Health and Mental Hygiene,10458,BRONX,40.86598295,-73.89198107,"(40.86598295336475, -73.89198106742957)"
29631552,1/4/2015 0:00,Department of Health and Mental Hygiene,10002,MANHATTAN,40.72042209,-73.98645362,"(40.72042209134668, -73.98645362302278)"
29631600,1/4/2015 0:00,Department of Health and Mental Hygiene,11223,BROOKLYN,40.59926022,-73.97545551,"(40.59926021992106, -73.97545551105875)"
29631605,1/4/2015 0:00,Department of Health and Mental Hygiene,11233,BROOKLYN,40.68414679,-73.93609444,"(40.68414679095198, -73.93609443524818)"
29632679,1/4/2015 0:00,Department of Health and Mental Hygiene,11211,BROOKLYN,40.71798921,-73.94570464,"(40.71798920746149, -73.94570463655572)"
29633045,1/4/2015 0:00,Department of Health and Mental Hygiene,10040,MANHATTAN,40.86305412,-73.92658421,"(40.863054118451714, -73.9265842099393)"
29633052,1/4/2015 0:00,Department of Health and Mental Hygiene,10034,MANHATTAN,40.86428812,-73.92075488,"(40.86428812118707, -73.92075488286413)"
29633100,1/4/2015 0:00,Department of Health and Mental Hygiene,10026,MANHATTAN,40.80334853,-73.94685227,"(40.803348526754995, -73.94685227146547)"
29633101,1/4/2015 0:00,Department of Health and Mental Hygiene,10006,MANHATTAN,40.70777155,-74.0129631,"(40.70777155363643, -74.01296309970473)"
29633189,1/4/2015 0:00,Department of Health and Mental Hygiene,11207,BROOKLYN,40.68720824,-73.91260357,"(40.68720823734699, -73.9126035706819)"
29631179,1/5/2015 0:00,Department of Health and Mental Hygiene,11238,BROOKLYN,40.67536746,-73.95625908,"(40.67536745771284, -73.95625907739854)"
29634202,1/5/2015 0:00,Department of Health and Mental Hygiene,11223,BROOKLYN,40.59198705,-73.96670508,"(40.591987046047834, -73.9667050804932)"
29634214,1/5/2015 0:00,Department of Health and Mental Hygiene,11385,QUEENS,40.70778436,-73.89453861,"(40.70778435794905, -73.89453861011327)"
29634230,1/5/2015 0:00,Department of Health and Mental Hygiene,11373,QUEENS,40.74489942,-73.88359546,"(40.74489942410997, -73.88359545968551)"
29635359,1/5/2015 0:00,Department of Health and Mental Hygiene,10030,MANHATTAN,40.8199722,-73.9444978,"(40.8199722004903, -73.94449780041255)"
29635360,1/5/2015 0:00,Department of Health and Mental Hygiene,10459,BRONX,40.82728417,-73.88790299,"(40.827284171337936, -73.8879029875363)"
29635361,1/5/2015 0:00,Department of Health and Mental Hygiene,10472,BRONX,40.82515033,-73.88122209,"(40.82515032734461, -73.88122209183845)"
29635388,1/5/2015 0:00,Department of Health and Mental Hygiene,11433,QUEENS,40.69808063,-73.79126798,"(40.698080630285084, -73.79126797590615)"
29636429,1/5/2015 0:00,Department of Health and Mental Hygiene,10305,STATEN ISLAND,40.61759844,-74.07045513,"(40.617598439462604, -74.07045512656849)"
29636487,1/5/2015 0:00,Department of Health and Mental Hygiene,11226,BROOKLYN,40.64764163,-73.95417995,"(40.647641629596244, -73.95417994585017)"
29636492,1/5/2015 0:00,Department of Health and Mental Hygiene,10459,BRONX,40.82798057,-73.88996145,"(40.8279805672427, -73.88996144748901)"
29636493,1/5/2015 0:00,Department of Health and Mental Hygiene,11221,BROOKLYN,40.69433811,-73.92685654,"(40.69433811409084, -73.92685653720044)"
29636509,1/5/2015 0:00,Department of Health and Mental Hygiene,10456,BRONX,40.82249532,-73.90720859,"(40.82249532133742, -73.9072085856295)"
29637600,1/5/2015 0:00,Department of Health and Mental Hygiene,10025,MANHATTAN,40.79861876,-73.96736743,"(40.798618761318735, -73.96736743300544)"
29637688,1/5/2015 0:00,Department of Health and Mental Hygiene,11230,BROOKLYN,40.61101546,-73.96258251,"(40.611015456640935, -73.96258251153243)"
29637712,1/5/2015 0:00,Department of Health and Mental Hygiene,11216,BROOKLYN,40.67428873,-73.94947506,"(40.67428872663597, -73.94947505782707)"
29638653,1/5/2015 0:00,Department of Health and Mental Hygiene,10036,MANHATTAN,40.76225809,-73.99183097,"(40.76225809335628, -73.99183097035153)"
29638793,1/5/2015 0:00,Department of Health and Mental Hygiene,10453,BRONX,40.84668784,-73.9189578,"(40.84668783953434, -73.91895780383514)"
29639777,1/5/2015 0:00,Department of Health and Mental Hygiene,10457,BRONX,40.83885901,-73.9102974,"(40.838859009406015, -73.9102973998674)"
29639778,1/5/2015 0:00,Department of Health and Mental Hygiene,10032,MANHATTAN,40.83971432,-73.94324172,"(40.83971431784294, -73.94324171872209)"
29640805,1/5/2015 0:00,Department of Health and Mental Hygiene,10451,BRONX,40.8123172,-73.92513014,"(40.812317203978196, -73.92513013635724)"
29640962,1/5/2015 0:00,Department of Health and Mental Hygiene,10467,BRONX,40.86022977,-73.86557817,"(40.860229769410644, -73.86557816789829)"
29641009,1/5/2015 0:00,Department of Health and Mental Hygiene,10031,MANHATTAN,40.82297854,-73.94635244,"(40.82297854440775, -73.9463524354006)"
29641020,1/5/2015 0:00,Department of Health and Mental Hygiene,11221,BROOKLYN,40.69433811,-73.92685654,"(40.69433811409084, -73.92685653720044)"
29641021,1/5/2015 0:00,Department of Health and Mental Hygiene,10026,MANHATTAN,40.80040014,-73.95183542,"(40.8004001354548, -73.95183542469623)"
29641028,1/5/2015 0:00,Department of Health and Mental Hygiene,11237,BROOKLYN,40.69417823,-73.90690755,"(40.69417823381243, -73.90690755310547)"
29641906,1/5/2015 0:00,Department of Health and Mental Hygiene,10022,MANHATTAN,40.759442,-73.96354233,"(40.759441996900954, -73.96354232726291)"
29641907,1/5/2015 0:00,Department of Health and Mental Hygiene,11225,BROOKLYN,40.66336033,-73.95973806,"(40.663360328320074, -73.95973805697973)"
29642066,1/5/2015 0:00,Department of Health and Mental Hygiene,10028,MANHATTAN,40.77529206,-73.95362636,"(40.77529205657226, -73.95362635525348)"
29642151,1/5/2015 0:00,Department of Health and Mental Hygiene,10459,BRONX,40.82737232,-73.88823165,"(40.82737232129513, -73.88823165465868)"
29642175,1/5/2015 0:00,Department of Health and Mental Hygiene,10467,BRONX,40.87484664,-73.87921325,"(40.8748466440042, -73.87921325242745)"
29637598,1/6/2015 0:00,Department of Health and Mental Hygiene,10474,BRONX,40.81692632,-73.88583585,"(40.816926316988194, -73.88583585379789)"
29638652,1/6/2015 0:00,Department of Health and Mental Hygiene,11249,BROOKLYN,40.71898532,-73.95831557,"(40.71898532252417, -73.95831557472374)"
29643205,1/6/2015 0:00,Department of Health and Mental Hygiene,10009,MANHATTAN,40.728225,-73.98315795,"(40.72822500217204, -73.98315795150333)"
29644381,1/6/2015 0:00,Department of Health and Mental Hygiene,11216,BROOKLYN,40.66996137,-73.95218196,"(40.66996137140611, -73.95218195713814)"
29645584,1/6/2015 0:00,Department of Health and Mental Hygiene,10470,BRONX,40.90348109,-73.85034061,"(40.903481086856935, -73.85034060870207)"
29645585,1/6/2015 0:00,Department of Health and Mental Hygiene,10462,BRONX,40.85394628,-73.86483899,"(40.85394627842468, -73.86483898777793)"
29645594,1/6/2015 0:00,Department of Health and Mental Hygiene,10302,STATEN ISLAND,40.63204354,-74.13791446,"(40.63204353540847, -74.13791446014427)"
29646643,1/6/2015 0:00,Department of Health and Mental Hygiene,11238,BROOKLYN,40.68054718,-73.957139,"(40.68054717781922, -73.95713900307476)"
29646746,1/6/2015 0:00,Department of Health and Mental Hygiene,10467,BRONX,40.88155415,-73.86394026,"(40.88155414728609, -73.86394026273076)"
29646759,1/6/2015 0:00,Department of Health and Mental Hygiene,11216,BROOKLYN,40.68393176,-73.95096046,"(40.68393176017174, -73.9509604631172)"
29647811,1/6/2015 0:00,Department of Health and Mental Hygiene,11226,BROOKLYN,40.64804418,-73.95189136,"(40.648044178263866, -73.95189135537788)"
29647812,1/6/2015 0:00,Department of Health and Mental Hygiene,10469,BRONX,40.87904927,-73.84311987,"(40.87904926625302, -73.84311987079408)"
29647893,1/6/2015 0:00,Department of Health and Mental Hygiene,10029,MANHATTAN,40.78700548,-73.95094593,"(40.78700547749583, -73.95094593435829)"
29647896,1/6/2015 0:00,Department of Health and Mental Hygiene,11225,BROOKLYN,40.67008593,-73.95476653,"(40.670085931603296, -73.95476653454561)"
29647951,1/6/2015 0:00,Department of Health and Mental Hygiene,11385,QUEENS,40.70213374,-73.90836792,"(40.70213374486438, -73.90836792428821)"
29647960,1/6/2015 0:00,Department of Health and Mental Hygiene,10454,BRONX,40.80811677,-73.92359602,"(40.808116770587404, -73.92359601657729)"
29648899,1/6/2015 0:00,Department of Health and Mental Hygiene,10012,MANHATTAN,40.73058123,-74.00045101,"(40.73058123331751, -74.00045101338677)"
29649014,1/6/2015 0:00,Department of Health and Mental Hygiene,10467,BRONX,40.87379019,-73.86228923,"(40.873790194513674, -73.86228922795281)"
29649086,1/6/2015 0:00,Department of Health and Mental Hygiene,10033,MANHATTAN,40.85512858,-73.93789664,"(40.855128577537684, -73.93789663983021)"
29649103,1/6/2015 0:00,Department of Health and Mental Hygiene,10459,BRONX,40.83032617,-73.89767604,"(40.83032616826314, -73.89767604414288)"
29650277,1/6/2015 0:00,Department of Health and Mental Hygiene,10460,BRONX,40.84561045,-73.87956272,"(40.84561044605245, -73.87956271572382)"
29650280,1/6/2015 0:00,Department of Health and Mental Hygiene,10467,BRONX,40.87459431,-73.86221886,"(40.87459430636917, -73.86221885994975)"
29650322,1/6/2015 0:00,Department of Health and Mental Hygiene,10468,BRONX,40.87224874,-73.90075004,"(40.872248737422744, -73.90075004318872)"
29651427,1/6/2015 0:00,Department of Health and Mental Hygiene,10451,BRONX,40.82581656,-73.92222433,"(40.82581655591424, -73.92222432926255)"
29652475,1/7/2015 0:00,Department of Health and Mental Hygiene,11223,BROOKLYN,40.59790138,-73.97467821,"(40.59790137633389, -73.97467820805848)"
29652487,1/7/2015 0:00,Department of Health and Mental Hygiene,10473,BRONX,40.82215386,-73.86217208,"(40.82215385559872, -73.8621720769862)"
29652506,1/7/2015 0:00,Department of Health and Mental Hygiene,11422,QUEENS,40.68256598,-73.72652169,"(40.682565976061916, -73.72652168676089)"
29653808,1/7/2015 0:00,Department of Health and Mental Hygiene,10470,BRONX,40.89872928,-73.86299356,"(40.89872928260952, -73.86299356047175)"
29653828,1/7/2015 0:00,Department of Health and Mental Hygiene,10006,MANHATTAN,40.70763156,-74.01306767,"(40.70763155886793, -74.01306767156365)"
29655193,1/7/2015 0:00,Department of Health and Mental Hygiene,10460,BRONX,40.83807554,-73.86648305,"(40.83807553954894, -73.86648304911753)"
29655194,1/7/2015 0:00,Department of Health and Mental Hygiene,10033,MANHATTAN,40.84931143,-73.93584178,"(40.84931142574683, -73.93584177846938)"
29655232,1/7/2015 0:00,Department of Health and Mental Hygiene,10014,MANHATTAN,40.73273843,-74.00644429,"(40.73273843112558, -74.00644428789327)"
29656426,1/7/2015 0:00,Department of Health and Mental Hygiene,11101,QUEENS,40.75997084,-73.94141819,"(40.75997084072672, -73.94141818855539)"
29656534,1/7/2015 0:00,Department of Health and Mental Hygiene,10459,BRONX,40.82411593,-73.89887794,"(40.82411593472161, -73.89887794358428)"
29656555,1/7/2015 0:00,Department of Health and Mental Hygiene,11217,BROOKLYN,40.68049238,-73.97651084,"(40.680492378095494, -73.97651083801229)"
29656556,1/7/2015 0:00,Department of Health and Mental Hygiene,11433,QUEENS,40.6982552,-73.79217984,"(40.698255201220356, -73.79217984040882)"
29657876,1/7/2015 0:00,Department of Health and Mental Hygiene,11201,BROOKLYN,40.6870299,-73.99366109,"(40.68702990303442, -73.99366109058194)"
29659002,1/7/2015 0:00,Department of Health and Mental Hygiene,10474,BRONX,40.81670396,-73.88579649,"(40.8167039555418, -73.88579649467837)"
29659012,1/7/2015 0:00,Department of Health and Mental Hygiene,10468,BRONX,40.87323951,-73.90067986,"(40.873239511871404, -73.90067986315618)"
29660395,1/7/2015 0:00,Department of Health and Mental Hygiene,10459,BRONX,40.83045116,-73.89625574,"(40.830451156226985, -73.89625573648878)"
29660397,1/7/2015 0:00,Department of Health and Mental Hygiene,10003,MANHATTAN,40.73086029,-73.98551339,"(40.73086028797683, -73.98551338928559)"
29660398,1/7/2015 0:00,Department of Health and Mental Hygiene,10457,BRONX,40.84339049,-73.9067891,"(40.84339048828854, -73.90678910284237)"
29661631,1/7/2015 0:00,Department of Health and Mental Hygiene,10006,MANHATTAN,40.7077303,-74.01370611,"(40.70773029611131, -74.01370610695912)"
29662930,1/8/2015 0:00,Department of Health and Mental Hygiene,10466,BRONX,40.90023043,-73.84545007,"(40.90023042904808, -73.84545007432115)"
29664549,1/8/2015 0:00,Department of Health and Mental Hygiene,10010,MANHATTAN,40.73738433,-73.98371856,"(40.737384328147535, -73.9837185584909)"
29664558,1/8/2015 0:00,Department of Health and Mental Hygiene,10065,MANHATTAN,40.76708248,-73.97001464,"(40.767082481872194, -73.97001463695872)"
29666038,1/8/2015 0:00,Department of Health and Mental Hygiene,10467,BRONX,40.87963234,-73.8634994,"(40.87963234199966, -73.86349940296599)"
29666103,1/8/2015 0:00,Department of Health and Mental Hygiene,10456,BRONX,40.83400893,-73.91367192,"(40.83400893393055, -73.91367192403979)"
29666179,1/8/2015 0:00,Department of Health and Mental Hygiene,11221,BROOKLYN,40.68686321,-73.92983226,"(40.68686321204677, -73.92983226280258)"
29666180,1/8/2015 0:00,Department of Health and Mental Hygiene,10457,BRONX,40.85144296,-73.90286314,"(40.851442964126655, -73.90286313589652)"
29666198,1/8/2015 0:00,Department of Health and Mental Hygiene,11208,BROOKLYN,40.68114206,-73.87141582,"(40.681142059969154, -73.87141582114693)"
29666199,1/8/2015 0:00,Department of Health and Mental Hygiene,10468,BRONX,40.86965801,-73.90106124,"(40.869658011919974, -73.90106124074391)"
29666200,1/8/2015 0:00,Department of Health and Mental Hygiene,11385,QUEENS,40.70073096,-73.89525303,"(40.7007309596379, -73.89525303434809)"
29667613,1/8/2015 0:00,Department of Health and Mental Hygiene,11237,BROOKLYN,40.70263544,-73.9185198,"(40.70263543709547, -73.91851980341953)"
29667723,1/8/2015 0:00,Department of Health and Mental Hygiene,10031,MANHATTAN,40.83097236,-73.94900556,"(40.83097235933822, -73.94900556406813)"
29667802,1/8/2015 0:00,Department of Health and Mental Hygiene,10453,BRONX,40.85445871,-73.91598056,"(40.85445871431665, -73.91598056093478)"
29667805,1/8/2015 0:00,Department of Health and Mental Hygiene,10456,BRONX,40.82747368,-73.90319081,"(40.82747368044632, -73.90319080993869)"
29669324,1/8/2015 0:00,Department of Health and Mental Hygiene,10457,BRONX,40.84691351,-73.88987591,"(40.846913510399084, -73.88987591170252)"
29669337,1/8/2015 0:00,Department of Health and Mental Hygiene,10459,BRONX,40.82319926,-73.89586598,"(40.82319926290645, -73.89586598495572)"
29669394,1/8/2015 0:00,Department of Health and Mental Hygiene,10456,BRONX,40.83087135,-73.90284981,"(40.830871351553945, -73.90284980638124)"
29670613,1/8/2015 0:00,Department of Health and Mental Hygiene,10014,MANHATTAN,40.73445131,-74.00233819,"(40.73445131421966, -74.00233818919274)"
29670772,1/8/2015 0:00,Department of Health and Mental Hygiene,11385,QUEENS,40.70780077,-73.89447366,"(40.70780076701886, -73.89447366037275)"
29670847,1/8/2015 0:00,Department of Health and Mental Hygiene,10033,MANHATTAN,40.85357807,-73.93835355,"(40.85357806555339, -73.93835354985376)"
29670850,1/8/2015 0:00,Department of Health and Mental Hygiene,10304,STATEN ISLAND,40.58947405,-74.10141123,"(40.58947405409726, -74.10141122521208)"
29670936,1/8/2015 0:00,Department of Health and Mental Hygiene,11101,QUEENS,40.74322213,-73.95281505,"(40.74322213409266, -73.95281504654923)"
29670941,1/8/2015 0:00,Department of Health and Mental Hygiene,10470,BRONX,40.90265586,-73.85105149,"(40.90265585700645, -73.85105148786234)"
29672210,1/8/2015 0:00,Department of Health and Mental Hygiene,10030,MANHATTAN,40.81787844,-73.93994375,"(40.81787844246842, -73.93994375426453)"
29672384,1/8/2015 0:00,Department of Health and Mental Hygiene,11385,QUEENS,40.70072552,-73.89530714,"(40.70072551932898, -73.89530714030343)"
29672513,1/8/2015 0:00,Department of Health and Mental Hygiene,10022,MANHATTAN,40.75747659,-73.96300197,"(40.75747658751888, -73.96300196835493)"
29672587,1/8/2015 0:00,Department of Health and Mental Hygiene,11106,QUEENS,40.76920864,-73.93445321,"(40.76920863675742, -73.93445320586089)"
29664551,1/9/2015 0:00,Department of Health and Mental Hygiene,10030,MANHATTAN,40.81787844,-73.93994375,"(40.81787844246842, -73.93994375426453)"
29670612,1/9/2015 0:00,Department of Health and Mental Hygiene,10474,BRONX,40.81670396,-73.88579649,"(40.8167039555418, -73.88579649467837)"
29675549,1/9/2015 0:00,Department of Health and Mental Hygiene,11213,BROOKLYN,40.66534653,-73.93380912,"(40.665346530124594, -73.93380912094888)"
29676648,1/9/2015 0:00,Department of Health and Mental Hygiene,11233,BROOKLYN,40.67709381,-73.91268893,"(40.67709381054, -73.91268892966704)"
29676732,1/9/2015 0:00,Department of Health and Mental Hygiene,11105,QUEENS,40.7745247,-73.90267566,"(40.7745246969295, -73.90267566474587)"
29676761,1/9/2015 0:00,Department of Health and Mental Hygiene,10009,MANHATTAN,40.72787381,-73.98410693,"(40.72787380827607, -73.98410693389097)"
29676762,1/9/2015 0:00,Department of Health and Mental Hygiene,10451,BRONX,40.82930449,-73.92134579,"(40.82930449373355, -73.9213457943975)"
29677939,1/9/2015 0:00,Department of Health and Mental Hygiene,10467,BRONX,40.87901404,-73.87244345,"(40.87901403920614, -73.87244345151107)"
29677946,1/9/2015 0:00,Department of Health and Mental Hygiene,11205,BROOKLYN,40.69710661,-73.97718297,"(40.697106607990456, -73.97718296812901)"
29677964,1/9/2015 0:00,Department of Health and Mental Hygiene,10451,BRONX,40.82423254,-73.92591886,"(40.824232542218056, -73.925918857235)"
29677965,1/9/2015 0:00,Department of Health and Mental Hygiene,11370,QUEENS,40.76363922,-73.89062367,"(40.76363921878248, -73.8906236739521)"
29679077,1/9/2015 0:00,Department of Health and Mental Hygiene,10039,MANHATTAN,40.82368423,-73.94131151,"(40.82368422602693, -73.94131151376551)"
29679078,1/9/2015 0:00,Department of Health and Mental Hygiene,10457,BRONX,40.85115242,-73.88535058,"(40.851152418398165, -73.88535058066788)"
29679081,1/9/2015 0:00,Department of Health and Mental Hygiene,11101,QUEENS,40.75914455,-73.94118429,"(40.75914455345387, -73.9411842876907)"
29680111,1/9/2015 0:00,Department of Health and Mental Hygiene,11221,BROOKLYN,40.68596849,-73.93964069,"(40.68596848970488, -73.93964069232293)"
29680269,1/9/2015 0:00,Department of Health and Mental Hygiene,10453,BRONX,40.85387409,-73.9159813,"(40.85387409303202, -73.91598129943843)"
29680270,1/9/2015 0:00,Department of Health and Mental Hygiene,10457,BRONX,40.85328099,-73.89859503,"(40.85328098829219, -73.89859502842131)"
29680365,1/9/2015 0:00,Department of Health and Mental Hygiene,11220,BROOKLYN,40.6510728,-74.01266738,"(40.65107280418678, -74.01266738234672)"
29680432,1/9/2015 0:00,Department of Health and Mental Hygiene,11001,QUEENS,40.73477406,-73.71286269,"(40.73477405986118, -73.71286268886927)"
29681304,1/9/2015 0:00,Department of Health and Mental Hygiene,11221,BROOKLYN,40.69402648,-73.91291197,"(40.694026482198126, -73.91291197277798)"
