Unique Key,Created Date,Agency Name,Incident Zip,Borough,latitude,longitude,Location
29641907,1/5/15 0:00,Department of Health and Mental Hygiene,11225,BROOKLYN,40.66336033,-73.95973806,"(40.663360328320074, -73.95973805697973)"
29642066,1/5/15 0:00,Department of Health and Mental Hygiene,10028,MANHATTAN,40.77529206,-73.95362636,"(40.77529205657226, -73.95362635525348)"
29642151,1/5/15 0:00,Department of Health and Mental Hygiene,10459,BRONX,40.82737232,-73.88823165,"(40.82737232129513, -73.88823165465868)"
29642175,1/5/15 0:00,Department of Health and Mental Hygiene,10467,BRONX,40.87484664,-73.87921325,"(40.8748466440042, -73.87921325242745)"
29637598,1/6/15 0:00,Department of Health and Mental Hygiene,10474,BRONX,40.81692632,-73.88583585,"(40.816926316988194, -73.88583585379789)"
29638652,1/6/15 0:00,Department of Health and Mental Hygiene,11249,BROOKLYN,40.71898532,-73.95831557,"(40.71898532252417, -73.95831557472374)"
29643205,1/6/15 0:00,Department of Health and Mental Hygiene,10009,MANHATTAN,40.728225,-73.98315795,"(40.72822500217204, -73.98315795150333)"
29644381,1/6/15 0:00,Department of Health and Mental Hygiene,11216,BROOKLYN,40.66996137,-73.95218196,"(40.66996137140611, -73.95218195713814)"
29645584,1/6/15 0:00,Department of Health and Mental Hygiene,10470,BRONX,40.90348109,-73.85034061,"(40.903481086856935, -73.85034060870207)"
29645585,1/6/15 0:00,Department of Health and Mental Hygiene,10462,BRONX,40.85394628,-73.86483899,"(40.85394627842468, -73.86483898777793)"
29645594,1/6/15 0:00,Department of Health and Mental Hygiene,10302,STATEN ISLAND,40.63204354,-74.13791446,"(40.63204353540847, -74.13791446014427)"
29646643,1/6/15 0:00,Department of Health and Mental Hygiene,11238,BROOKLYN,40.68054718,-73.957139,"(40.68054717781922, -73.95713900307476)"
29646746,1/6/15 0:00,Department of Health and Mental Hygiene,10467,BRONX,40.88155415,-73.86394026,"(40.88155414728609, -73.86394026273076)"
29646759,1/6/15 0:00,Department of Health and Mental Hygiene,11216,BROOKLYN,40.68393176,-73.95096046,"(40.68393176017174, -73.9509604631172)"
29647811,1/6/15 0:00,Department of Health and Mental Hygiene,11226,BROOKLYN,40.64804418,-73.95189136,"(40.648044178263866, -73.95189135537788)"
29647812,1/6/15 0:00,Department of Health and Mental Hygiene,10469,BRONX,40.87904927,-73.84311987,"(40.87904926625302, -73.84311987079408)"
29647893,1/6/15 0:00,Department of Health and Mental Hygiene,10029,MANHATTAN,40.78700548,-73.95094593,"(40.78700547749583, -73.95094593435829)"
29647896,1/6/15 0:00,Department of Health and Mental Hygiene,11225,BROOKLYN,40.67008593,-73.95476653,"(40.670085931603296, -73.95476653454561)"
29647951,1/6/15 0:00,Department of Health and Mental Hygiene,11385,QUEENS,40.70213374,-73.90836792,"(40.70213374486438, -73.90836792428821)"
29647960,1/6/15 0:00,Department of Health and Mental Hygiene,10454,BRONX,40.80811677,-73.92359602,"(40.808116770587404, -73.92359601657729)"
29648899,1/6/15 0:00,Department of Health and Mental Hygiene,10012,MANHATTAN,40.73058123,-74.00045101,"(40.73058123331751, -74.00045101338677)"
29649014,1/6/15 0:00,Department of Health and Mental Hygiene,10467,BRONX,40.87379019,-73.86228923,"(40.873790194513674, -73.86228922795281)"
29649086,1/6/15 0:00,Department of Health and Mental Hygiene,10033,MANHATTAN,40.85512858,-73.93789664,"(40.855128577537684, -73.93789663983021)"
29649103,1/6/15 0:00,Department of Health and Mental Hygiene,10459,BRONX,40.83032617,-73.89767604,"(40.83032616826314, -73.89767604414288)"
29650277,1/6/15 0:00,Department of Health and Mental Hygiene,10460,BRONX,40.84561045,-73.87956272,"(40.84561044605245, -73.87956271572382)"
29650280,1/6/15 0:00,Department of Health and Mental Hygiene,10467,BRONX,40.87459431,-73.86221886,"(40.87459430636917, -73.86221885994975)"
29650322,1/6/15 0:00,Department of Health and Mental Hygiene,10468,BRONX,40.87224874,-73.90075004,"(40.872248737422744, -73.90075004318872)"
29651427,1/6/15 0:00,Department of Health and Mental Hygiene,10451,BRONX,40.82581656,-73.92222433,"(40.82581655591424, -73.92222432926255)"
29652475,1/7/15 0:00,Department of Health and Mental Hygiene,11223,BROOKLYN,40.59790138,-73.97467821,"(40.59790137633389, -73.97467820805848)"
29652487,1/7/15 0:00,Department of Health and Mental Hygiene,10473,BRONX,40.82215386,-73.86217208,"(40.82215385559872, -73.8621720769862)"
29652506,1/7/15 0:00,Department of Health and Mental Hygiene,11422,QUEENS,40.68256598,-73.72652169,"(40.682565976061916, -73.72652168676089)"
29653808,1/7/15 0:00,Department of Health and Mental Hygiene,10470,BRONX,40.89872928,-73.86299356,"(40.89872928260952, -73.86299356047175)"
29653828,1/7/15 0:00,Department of Health and Mental Hygiene,10006,MANHATTAN,40.70763156,-74.01306767,"(40.70763155886793, -74.01306767156365)"
29655193,1/7/15 0:00,Department of Health and Mental Hygiene,10460,BRONX,40.83807554,-73.86648305,"(40.83807553954894, -73.86648304911753)"
29655194,1/7/15 0:00,Department of Health and Mental Hygiene,10033,MANHATTAN,40.84931143,-73.93584178,"(40.84931142574683, -73.93584177846938)"
29655232,1/7/15 0:00,Department of Health and Mental Hygiene,10014,MANHATTAN,40.73273843,-74.00644429,"(40.73273843112558, -74.00644428789327)"
29656426,1/7/15 0:00,Department of Health and Mental Hygiene,11101,QUEENS,40.75997084,-73.94141819,"(40.75997084072672, -73.94141818855539)"
29656534,1/7/15 0:00,Department of Health and Mental Hygiene,10459,BRONX,40.82411593,-73.89887794,"(40.82411593472161, -73.89887794358428)"
29656555,1/7/15 0:00,Department of Health and Mental Hygiene,11217,BROOKLYN,40.68049238,-73.97651084,"(40.680492378095494, -73.97651083801229)"
29656556,1/7/15 0:00,Department of Health and Mental Hygiene,11433,QUEENS,40.6982552,-73.79217984,"(40.698255201220356, -73.79217984040882)"
29657876,1/7/15 0:00,Department of Health and Mental Hygiene,11201,BROOKLYN,40.6870299,-73.99366109,"(40.68702990303442, -73.99366109058194)"
29659002,1/7/15 0:00,Department of Health and Mental Hygiene,10474,BRONX,40.81670396,-73.88579649,"(40.8167039555418, -73.88579649467837)"
29659012,1/7/15 0:00,Department of Health and Mental Hygiene,10468,BRONX,40.87323951,-73.90067986,"(40.873239511871404, -73.90067986315618)"
29660395,1/7/15 0:00,Department of Health and Mental Hygiene,10459,BRONX,40.83045116,-73.89625574,"(40.830451156226985, -73.89625573648878)"
29660397,1/7/15 0:00,Department of Health and Mental Hygiene,10003,MANHATTAN,40.73086029,-73.98551339,"(40.73086028797683, -73.98551338928559)"
29660398,1/7/15 0:00,Department of Health and Mental Hygiene,10457,BRONX,40.84339049,-73.9067891,"(40.84339048828854, -73.90678910284237)"
29661631,1/7/15 0:00,Department of Health and Mental Hygiene,10006,MANHATTAN,40.7077303,-74.01370611,"(40.70773029611131, -74.01370610695912)"
29662930,1/8/15 0:00,Department of Health and Mental Hygiene,10466,BRONX,40.90023043,-73.84545007,"(40.90023042904808, -73.84545007432115)"
29664549,1/8/15 0:00,Department of Health and Mental Hygiene,10010,MANHATTAN,40.73738433,-73.98371856,"(40.737384328147535, -73.9837185584909)"
29664558,1/8/15 0:00,Department of Health and Mental Hygiene,10065,MANHATTAN,40.76708248,-73.97001464,"(40.767082481872194, -73.97001463695872)"
29666038,1/8/15 0:00,Department of Health and Mental Hygiene,10467,BRONX,40.87963234,-73.8634994,"(40.87963234199966, -73.86349940296599)"
29666103,1/8/15 0:00,Department of Health and Mental Hygiene,10456,BRONX,40.83400893,-73.91367192,"(40.83400893393055, -73.91367192403979)"
29666179,1/8/15 0:00,Department of Health and Mental Hygiene,11221,BROOKLYN,40.68686321,-73.92983226,"(40.68686321204677, -73.92983226280258)"
29666180,1/8/15 0:00,Department of Health and Mental Hygiene,10457,BRONX,40.85144296,-73.90286314,"(40.851442964126655, -73.90286313589652)"
29666198,1/8/15 0:00,Department of Health and Mental Hygiene,11208,BROOKLYN,40.68114206,-73.87141582,"(40.681142059969154, -73.87141582114693)"
29666199,1/8/15 0:00,Department of Health and Mental Hygiene,10468,BRONX,40.86965801,-73.90106124,"(40.869658011919974, -73.90106124074391)"
29666200,1/8/15 0:00,Department of Health and Mental Hygiene,11385,QUEENS,40.70073096,-73.89525303,"(40.7007309596379, -73.89525303434809)"
29667613,1/8/15 0:00,Department of Health and Mental Hygiene,11237,BROOKLYN,40.70263544,-73.9185198,"(40.70263543709547, -73.91851980341953)"
29667723,1/8/15 0:00,Department of Health and Mental Hygiene,10031,MANHATTAN,40.83097236,-73.94900556,"(40.83097235933822, -73.94900556406813)"
29667802,1/8/15 0:00,Department of Health and Mental Hygiene,10453,BRONX,40.85445871,-73.91598056,"(40.85445871431665, -73.91598056093478)"
29667805,1/8/15 0:00,Department of Health and Mental Hygiene,10456,BRONX,40.82747368,-73.90319081,"(40.82747368044632, -73.90319080993869)"
29669324,1/8/15 0:00,Department of Health and Mental Hygiene,10457,BRONX,40.84691351,-73.88987591,"(40.846913510399084, -73.88987591170252)"
29669337,1/8/15 0:00,Department of Health and Mental Hygiene,10459,BRONX,40.82319926,-73.89586598,"(40.82319926290645, -73.89586598495572)"
29669394,1/8/15 0:00,Department of Health and Mental Hygiene,10456,BRONX,40.83087135,-73.90284981,"(40.830871351553945, -73.90284980638124)"
29670613,1/8/15 0:00,Department of Health and Mental Hygiene,10014,MANHATTAN,40.73445131,-74.00233819,"(40.73445131421966, -74.00233818919274)"
29670772,1/8/15 0:00,Department of Health and Mental Hygiene,11385,QUEENS,40.70780077,-73.89447366,"(40.70780076701886, -73.89447366037275)"
29670847,1/8/15 0:00,Department of Health and Mental Hygiene,10033,MANHATTAN,40.85357807,-73.93835355,"(40.85357806555339, -73.93835354985376)"
29670850,1/8/15 0:00,Department of Health and Mental Hygiene,10304,STATEN ISLAND,40.58947405,-74.10141123,"(40.58947405409726, -74.10141122521208)"
29670936,1/8/15 0:00,Department of Health and Mental Hygiene,11101,QUEENS,40.74322213,-73.95281505,"(40.74322213409266, -73.95281504654923)"
29670941,1/8/15 0:00,Department of Health and Mental Hygiene,10470,BRONX,40.90265586,-73.85105149,"(40.90265585700645, -73.85105148786234)"
29672210,1/8/15 0:00,Department of Health and Mental Hygiene,10030,MANHATTAN,40.81787844,-73.93994375,"(40.81787844246842, -73.93994375426453)"
29672384,1/8/15 0:00,Department of Health and Mental Hygiene,11385,QUEENS,40.70072552,-73.89530714,"(40.70072551932898, -73.89530714030343)"
29672513,1/8/15 0:00,Department of Health and Mental Hygiene,10022,MANHATTAN,40.75747659,-73.96300197,"(40.75747658751888, -73.96300196835493)"
29672587,1/8/15 0:00,Department of Health and Mental Hygiene,11106,QUEENS,40.76920864,-73.93445321,"(40.76920863675742, -73.93445320586089)"
29664551,1/9/15 0:00,Department of Health and Mental Hygiene,10030,MANHATTAN,40.81787844,-73.93994375,"(40.81787844246842, -73.93994375426453)"
29670612,1/9/15 0:00,Department of Health and Mental Hygiene,10474,BRONX,40.81670396,-73.88579649,"(40.8167039555418, -73.88579649467837)"
29675549,1/9/15 0:00,Department of Health and Mental Hygiene,11213,BROOKLYN,40.66534653,-73.93380912,"(40.665346530124594, -73.93380912094888)"
29676648,1/9/15 0:00,Department of Health and Mental Hygiene,11233,BROOKLYN,40.67709381,-73.91268893,"(40.67709381054, -73.91268892966704)"
29676732,1/9/15 0:00,Department of Health and Mental Hygiene,11105,QUEENS,40.7745247,-73.90267566,"(40.7745246969295, -73.90267566474587)"
29676761,1/9/15 0:00,Department of Health and Mental Hygiene,10009,MANHATTAN,40.72787381,-73.98410693,"(40.72787380827607, -73.98410693389097)"
29676762,1/9/15 0:00,Department of Health and Mental Hygiene,10451,BRONX,40.82930449,-73.92134579,"(40.82930449373355, -73.9213457943975)"
29677939,1/9/15 0:00,Department of Health and Mental Hygiene,10467,BRONX,40.87901404,-73.87244345,"(40.87901403920614, -73.87244345151107)"
29677946,1/9/15 0:00,Department of Health and Mental Hygiene,11205,BROOKLYN,40.69710661,-73.97718297,"(40.697106607990456, -73.97718296812901)"
29677964,1/9/15 0:00,Department of Health and Mental Hygiene,10451,BRONX,40.82423254,-73.92591886,"(40.824232542218056, -73.925918857235)"
29677965,1/9/15 0:00,Department of Health and Mental Hygiene,11370,QUEENS,40.76363922,-73.89062367,"(40.76363921878248, -73.8906236739521)"
29679077,1/9/15 0:00,Department of Health and Mental Hygiene,10039,MANHATTAN,40.82368423,-73.94131151,"(40.82368422602693, -73.94131151376551)"
29679078,1/9/15 0:00,Department of Health and Mental Hygiene,10457,BRONX,40.85115242,-73.88535058,"(40.851152418398165, -73.88535058066788)"
29679081,1/9/15 0:00,Department of Health and Mental Hygiene,11101,QUEENS,40.75914455,-73.94118429,"(40.75914455345387, -73.9411842876907)"
29680111,1/9/15 0:00,Department of Health and Mental Hygiene,11221,BROOKLYN,40.68596849,-73.93964069,"(40.68596848970488, -73.93964069232293)"
29680269,1/9/15 0:00,Department of Health and Mental Hygiene,10453,BRONX,40.85387409,-73.9159813,"(40.85387409303202, -73.91598129943843)"
29680270,1/9/15 0:00,Department of Health and Mental Hygiene,10457,BRONX,40.85328099,-73.89859503,"(40.85328098829219, -73.89859502842131)"
29680365,1/9/15 0:00,Department of Health and Mental Hygiene,11220,BROOKLYN,40.6510728,-74.01266738,"(40.65107280418678, -74.01266738234672)"
29680432,1/9/15 0:00,Department of Health and Mental Hygiene,11001,QUEENS,40.73477406,-73.71286269,"(40.73477405986118, -73.71286268886927)"
29681304,1/9/15 0:00,Department of Health and Mental Hygiene,11221,BROOKLYN,40.69402648,-73.91291197,"(40.694026482198126, -73.91291197277798)"
29681512,1/9/15 0:00,Department of Health and Mental Hygiene,11235,BROOKLYN,40.57970733,-73.95976329,"(40.579707328411686, -73.95976328552611)"
29681624,1/9/15 0:00,Department of Health and Mental Hygiene,11235,BROOKLYN,40.58185401,-73.96046761,"(40.58185400860967, -73.96046760643851)"
